,car,price,body,mileage,engV,engType,registration,year,model,drive
340,Mercedes-Benz,12600.0,sedan,123,3.2,Petrol,yes,2000,S 320,rear
341,Tesla,85500.0,sedan,1,,Other,yes,2016,Model S,full
342,Renault,18456.1611,crossover,1,1.5,Diesel,yes,2016,Duster,full
343,Mercedes-Benz,8200.0,sedan,280,2.4,Gas,yes,1997,E-Class,rear
344,Mazda,12500.0,sedan,89,2.0,Petrol,yes,2009,6,front
345,Peugeot,8300.0,vagon,135,2.0,Petrol,yes,2008,307,front
346,Audi,4150.0,sedan,220,2.5,Diesel,no,1999,A8,front
347,Audi,46000.0,sedan,170,4.2,Diesel,yes,2011,A8,full
348,Toyota,28700.0,crossover,100,3.5,Petrol,yes,2012,Highlander,full
349,Daewoo,3499.0,hatch,104,0.8,Petrol,yes,2008,Matiz,front
350,Skoda,7650.0,sedan,119,1.8,Gas,yes,2006,Octavia Tour,front
351,Audi,2411.0,sedan,240,1.6,Other,yes,1987,80,front
352,Volkswagen,8900.0,van,272,1.9,Diesel,yes,2005,Caddy ïàññ.,front
353,Renault,11500.0,vagon,230,1.5,Diesel,yes,2012,Megane,front
354,Volkswagen,4500.0,van,380,2.0,Diesel,yes,2004,Caddy ãðóç.,front
355,Hyundai,9600.0,sedan,98,1.4,Petrol,yes,2011,Accent,front
356,Ford,5900.0,hatch,138,1.4,Petrol,yes,2008,Fiesta,front
357,Mercedes-Benz,9900.0,sedan,275,2.2,Other,yes,2005,E-Class,rear
358,Toyota,15300.0,crossover,130,2.0,Petrol,yes,2008,Rav 4,full
359,Nissan,9300.0,hatch,97,1.2,Petrol,yes,2010,Micra,front
360,Renault,12499.0,van,78,2.0,Diesel,yes,2012,Trafic ïàññ.,front
361,Nissan,15000.0,crossover,46,1.6,Petrol,yes,2013,Juke,front
362,Toyota,37700.0,crossover,47,5.7,Gas,yes,2009,Sequoia,full
363,BMW,8000.0,sedan,330,,Diesel,yes,1997,525,rear
364,Smart,6500.0,other,110,1.0,Petrol,yes,2007,Fortwo,rear
365,Suzuki,9650.0,crossover,81,2.0,Petrol,yes,2006,Grand Vitara,full
366,Volkswagen,7000.0,sedan,185,2.8,Gas,yes,2004,Passat B5,full
367,Honda,13200.0,sedan,100,1.8,Petrol,yes,2012,Civic,front
368,Honda,13400.0,sedan,38,1.8,Petrol,yes,2012,Civic,front
369,Suzuki,6999.0,crossover,203,2.0,Petrol,yes,2002,Grand Vitara,full
370,BMW,34600.0,crossover,163,5.0,Petrol,yes,2011,X5 M,full
371,Audi,1300.0,sedan,250,,Gas,no,1994,80,front
372,Kia,23999.0,crossover,14,2.2,Diesel,yes,2012,Sorento,full
373,Opel,1600.0,sedan,280,2.3,Diesel,yes,1987,Omega,rear
374,Mercedes-Benz,35900.0,crossover,254,5.0,Gas,yes,2004,G 500,full
375,Ford,16400.0,crossover,87,2.5,Petrol,yes,2010,Kuga,full
376,Hyundai,8900.0,sedan,138,1.4,Petrol,yes,2011,Accent,front
377,Subaru,38900.0,crossover,0,2.0,Diesel,yes,2016,Forester,full
378,Renault,13200.0,van,230,2.0,Diesel,yes,2009,Trafic ïàññ.,front
379,Toyota,26500.0,crossover,21,2.0,Petrol,yes,2013,Rav 4,full
380,Volkswagen,7800.0,van,282,2.5,Diesel,yes,2000,T4 (Transporter) ïàññ.,front
381,Mercedes-Benz,109999.0,crossover,1,3.0,Diesel,yes,2016,GLS 350,full
382,Audi,24900.0,sedan,163,4.2,Diesel,yes,2008,A8,full
383,Lexus,27500.0,crossover,150,4.7,Gas,yes,2005,LX 470,full
384,Volkswagen,0.0,vagon,217,2.0,Diesel,no,2008,Passat B6,full
385,Daewoo,3950.0,hatch,36,0.8,Petrol,yes,2011,Matiz,front
386,Tesla,58000.0,sedan,8,,Other,yes,2013,Model S,front
387,BMW,63500.0,crossover,33,3.0,Petrol,yes,2015,X5,full
388,Lexus,57800.0,crossover,60,5.7,Petrol,yes,2011,LX 570,full
389,Renault,6800.0,van,131,1.5,Diesel,yes,2013,Kangoo ãðóç.,front
390,Tesla,59000.0,sedan,30,,Other,yes,2013,Model S,rear
391,Nissan,19000.0,crossover,70,1.6,Petrol,yes,2012,Qashqai,front
392,Toyota,14700.0,sedan,131,3.5,Gas,yes,2007,Camry,front
393,Smart,10700.0,other,23,1.0,Petrol,yes,2014,Fortwo,
394,Mercedes-Benz,41900.0,sedan,95,6.2,Petrol,yes,2011,S 500,
395,Lexus,6000.0,sedan,350,3.0,Petrol,yes,1996,GS 300,rear
396,Toyota,23000.0,other,211,4.0,Gas,yes,2007,Land Cruiser Prado,full
397,Mazda,2700.0,other,450,2.0,Gas,yes,1989,626,front
398,Hyundai,6200.0,hatch,121,1.4,Gas,yes,2008,Getz,front
399,Toyota,28900.0,crossover,20,2.5,Petrol,yes,2013,Rav 4,full
400,Volkswagen,19100.0,sedan,4,1.6,Other,yes,2016,Jetta,front
401,BMW,1500.0,sedan,270,2.5,Diesel,no,1992,525,rear
402,Renault,5400.0,vagon,181,1.5,Diesel,no,2010,Megane,front
403,Nissan,15700.0,hatch,22,0.11,Other,yes,2013,Leaf,front
404,BMW,26900.0,crossover,170,3.0,Diesel,yes,2008,X5,full
405,Volkswagen,10600.0,van,120,2.0,Diesel,yes,2007,Touran,front
406,Honda,16777.0,sedan,77,2.4,Petrol,yes,2011,Accord,front
407,Land Rover,102999.0,crossover,39,5.0,Petrol,yes,2014,Range Rover,full
408,Mitsubishi,16900.0,crossover,126,3.0,Gas,yes,2008,Pajero Wagon,full
409,BMW,8500.0,other,265,2.8,Gas,yes,1998,328,rear
410,Mercedes-Benz,17800.0,van,162,1.8,Diesel,yes,2012,B 180,front
411,Mercedes-Benz,20300.0,sedan,198,1.8,Gas,yes,2011,E-Class,rear
412,Mitsubishi,7200.0,sedan,83,1.6,Other,yes,2007,Lancer,front
413,Volkswagen,8599.0,van,169,1.6,Diesel,yes,2011,Caddy ãðóç.,front
414,BMW,6400.0,other,220,2.5,Petrol,yes,1997,323,rear
415,Ford,6450.0,hatch,150,1.4,Petrol,yes,2007,Fiesta,front
416,Audi,3600.0,sedan,374,2.5,Diesel,no,2001,A8,full
417,Chevrolet,5999.0,sedan,121,1.6,Petrol,yes,2008,Lacetti,front
418,Mazda,25000.0,sedan,0,2.0,Other,yes,2016,6,front
419,Ford,6450.0,hatch,149,1.4,Petrol,yes,2007,Fiesta,front
420,Land Rover,47500.0,crossover,63,4.4,Diesel,yes,2012,Range Rover,full
421,Ford,6450.0,hatch,150,1.4,Petrol,yes,2007,Fiesta,front
422,Subaru,10500.0,sedan,125,2.0,Petrol,yes,2007,Legacy,full
423,BMW,28900.0,sedan,78,2.0,Petrol,yes,2012,528,rear
424,Toyota,15500.0,crossover,165,2.7,Gas,yes,2005,Land Cruiser Prado,full
425,Nissan,15656.589,crossover,0,1.6,Petrol,yes,2016,Juke,front
426,Opel,6700.0,sedan,335,2.5,Gas,yes,1998,Omega,rear
427,Tesla,159600.0,sedan,7,,Other,yes,2016,Model S,rear
428,Peugeot,6000.0,sedan,171,2.0,Petrol,yes,2006,407,front
429,Nissan,6700.0,sedan,80,1.8,Petrol,yes,2003,Primera,front
430,Lexus,15000.0,sedan,147,2.5,Other,yes,2007,IS 250,rear
431,Nissan,16800.0,crossover,70,2.0,Petrol,yes,2013,Qashqai,
432,Land Rover,99000.0,crossover,50,4.4,Diesel,yes,2013,Range Rover,full
433,Mercedes-Benz,6999.0,sedan,288,3.2,Gas,yes,2001,E-Class,rear
434,Land Rover,52000.0,crossover,70,4.4,Diesel,yes,2012,Range Rover,full
435,Porsche,60000.0,other,11,3.8,Petrol,yes,2010,911,rear
436,Mercedes-Benz,72700.0,van,42,2.2,Diesel,yes,2014,V 250,full
437,Opel,4200.0,sedan,290,2.0,Petrol,yes,1997,Omega,rear
438,Mazda,6800.0,hatch,208,2.0,Petrol,yes,2003,6,front
439,Mercedes-Benz,13500.0,sedan,317,5.0,Petrol,yes,2001,S 500,rear
440,Volkswagen,11000.0,vagon,210,1.9,Diesel,yes,2008,Touran,front
441,Subaru,17000.0,crossover,28,2.0,Petrol,yes,2010,Forester,full
442,Toyota,39000.0,crossover,88,4.5,Diesel,yes,2009,Land Cruiser 200,full
443,Mercedes-Benz,53500.0,crossover,46,5.5,Petrol,yes,2008,G 500,full
444,Toyota,28999.0,sedan,86,3.5,Petrol,yes,2013,Camry,front
445,Honda,13700.0,sedan,120,3.5,Petrol,yes,2008,Accord,front
446,BMW,42000.0,sedan,5,2.0,Petrol,yes,2016,520,rear
447,Subaru,12200.0,other,103,2.0,Diesel,yes,2009,Legacy,full
448,Hyundai,25600.0,crossover,94,2.0,Diesel,yes,2013,IX35,full
449,Volkswagen,12000.0,sedan,186,3.2,Petrol,yes,2006,Passat B6,full
450,Audi,2850.0,vagon,280,2.5,Diesel,no,1999,A6,
451,Subaru,9700.0,crossover,230,2.5,Gas,yes,2006,Forester,full
452,Chevrolet,8800.0,sedan,110,1.6,Gas,yes,2013,Lacetti,full
453,Volkswagen,8900.0,other,180,1.9,Diesel,yes,2010,Caddy ãðóç.,front
454,Land Rover,169900.0,crossover,0,4.4,Diesel,yes,2016,Range Rover,full
455,BMW,75555.0,sedan,30,4.4,Petrol,yes,2014,550,full
456,Land Rover,95555.0,crossover,60,4.4,Diesel,yes,2014,Range Rover,full
457,BMW,42900.0,sedan,2,2.0,Petrol,yes,2016,520,rear
458,Opel,10950.0,sedan,44,1.6,Gas,yes,2012,Astra H,front
459,Mazda,2800.0,hatch,100,2.0,Petrol,yes,1992,626,front
460,Land Rover,79450.0,other,0,,Diesel,yes,2016,Range Rover Sport,
461,Subaru,8400.0,sedan,170,3.0,Petrol,yes,2004,Legacy,full
462,Toyota,12900.0,sedan,177,2.4,Gas,yes,2009,Camry,front
463,Toyota,8900.0,sedan,115,1.6,Petrol,yes,2008,Corolla,front
464,Ford,2500.0,sedan,313,1.6,Petrol,yes,1993,Mondeo,front
465,Renault,9500.0,vagon,78,1.5,Diesel,yes,2014,Kangoo ãðóç.,front
466,Opel,6800.0,vagon,170,1.3,Diesel,yes,2006,Astra H,front
467,BMW,26999.0,crossover,180,4.8,Gas,yes,2008,X5,full
468,Renault,7250.0,van,83,,Other,yes,2013,Kangoo ãðóç.,
469,Toyota,27700.0,sedan,21,2.5,Petrol,yes,2015,Camry,front
470,Subaru,29500.0,crossover,0,2.5,Petrol,yes,2015,Forester,full
471,Renault,5300.0,van,145,1.5,Other,yes,2010,Kangoo ãðóç.,front
472,Toyota,9100.0,sedan,151,1.6,Gas,yes,2007,Corolla,front
473,Subaru,14300.0,crossover,110,2.5,Petrol,yes,2008,Forester,full
474,Ford,14999.0,crossover,79,2.5,Petrol,yes,2013,Kuga,full
475,BMW,6500.0,sedan,298,2.5,Petrol,yes,1998,523,rear
476,Renault,6600.0,van,134,1.5,Diesel,yes,2011,Kangoo ãðóç.,front
477,Chevrolet,5450.0,sedan,242,1.6,Gas,yes,2004,Lacetti,front
478,Audi,23800.0,crossover,205,4.2,Gas,yes,2007,Q7,full
479,Toyota,20859.15,crossover,1,2.0,Petrol,yes,2016,Rav 4,front
480,Volkswagen,33700.0,van,11,1.4,Petrol,yes,2016,Touran,front
481,Volkswagen,13000.0,sedan,140,2.0,Petrol,yes,2006,Jetta,front
482,Nissan,13300.0,crossover,127,3.5,Gas,yes,2007,Murano,full
483,Land Rover,44000.0,crossover,99,5.0,Petrol,yes,2010,Range Rover,full
484,Hyundai,39900.0,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
485,Volkswagen,19000.0,sedan,109,1.8,Petrol,yes,2012,Passat B7,front
486,Ford,7200.0,hatch,114,1.4,Gas,yes,2009,Focus,front
487,Lexus,19999.0,crossover,142,3.5,Gas,yes,2008,RX 350,full
488,Toyota,32000.0,sedan,22,2.5,Petrol,yes,2015,Camry,front
489,BMW,2200.0,sedan,303,2.5,Diesel,no,1999,525,rear
490,BMW,3100.0,vagon,1,2.0,Diesel,no,2002,320,rear
491,Toyota,35500.0,crossover,165,4.0,Gas,yes,2011,Land Cruiser Prado,full
492,Kia,11200.0,sedan,60,1.6,Petrol,yes,2012,Rio,front
493,BMW,0.0,crossover,5,3.0,Diesel,yes,2016,X6,full
494,Smart,8800.0,other,26,1.0,Petrol,yes,2011,Fortwo,rear
495,Mitsubishi,8000.0,crossover,220,2.4,Gas,yes,2004,Outlander,full
496,Chevrolet,7800.0,vagon,142,1.8,Gas,yes,2010,Lacetti,front
497,Skoda,8500.0,sedan,149,1.6,Gas,yes,2008,Octavia Tour,front
498,Volkswagen,13499.0,sedan,162,1.4,Petrol,yes,2012,Passat B7,front
499,Smart,4200.0,other,130,99.99,Petrol,yes,2002,Fortwo,
500,Volkswagen,11500.0,other,189,2.0,Diesel,yes,2011,Caddy ãðóç.,front
501,Hyundai,37400.0,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
502,Renault,10999.0,van,207,2.0,Diesel,yes,2012,Trafic ãðóç.,front
503,Mercedes-Benz,3500.0,van,395,2.3,Diesel,no,1997,Vito ïàññ.,front
504,Peugeot,17895.15,hatch,0,1.6,Diesel,yes,2016,308,front
505,Honda,13950.0,sedan,143,2.0,Petrol,yes,2008,Accord,rear
506,Mercedes-Benz,43500.0,sedan,59,4.6,Petrol,yes,2011,S 500,full
507,Hyundai,18900.0,crossover,145,2.0,Gas,yes,2011,IX35,full
508,Chery,3500.0,sedan,83,1.6,Petrol,yes,2008,Amulet,front
509,Lexus,0.0,crossover,22,4.5,Diesel,yes,2016,LX 450,full
510,Bentley,85000.0,other,20,6.0,Petrol,yes,2008,Continental,full
511,BMW,0.0,sedan,240,2.8,Gas,yes,1997,528,rear
512,Volkswagen,23000.0,sedan,75,2.0,Petrol,yes,2013,Passat CC,
513,Hyundai,10800.0,crossover,142,2.0,Diesel,yes,2007,Tucson,full
514,Audi,4850.0,sedan,270,2.6,Petrol,yes,1995,A6,front
515,Audi,16000.0,sedan,250,2.0,Diesel,yes,2008,A6,
516,Mercedes-Benz,7900.0,other,206,2.2,Diesel,yes,2004,Vito ïàññ.,rear
517,Infiniti,33800.0,crossover,44,3.7,Petrol,yes,2012,FX 37,full
518,Ford,8900.0,sedan,117,2.0,Petrol,yes,2008,Mondeo,front
519,Honda,9850.0,sedan,140,2.0,Petrol,yes,2006,Accord,front
520,Nissan,14500.0,crossover,151,2.5,Diesel,yes,2006,Pathfinder,full
521,BMW,13700.0,crossover,270,4.6,Gas,yes,2004,X5,full
522,BMW,2900.0,vagon,236,2.0,Diesel,no,2001,320,rear
523,Volkswagen,8500.0,other,200,1.6,Diesel,yes,2011,Caddy ãðóç.,front
524,Mazda,13500.0,crossover,69,,Petrol,yes,2008,CX-7,full
525,Honda,4800.0,sedan,1,1.6,Petrol,yes,1999,Civic,front
526,Mercedes-Benz,13600.0,van,190,2.2,Diesel,yes,2009,Vito ïàññ.,rear
527,Land Rover,53500.0,crossover,57,3.0,Diesel,yes,2013,Range Rover Sport,full
528,Nissan,16600.0,crossover,83,2.0,Petrol,yes,2013,X-Trail,full
529,Nissan,12300.0,sedan,115,2.5,Petrol,yes,2009,Teana,front
530,Smart,2300.0,hatch,91,0.6,Petrol,no,2002,Fortwo,rear
531,Lexus,74777.0,crossover,63,5.7,Gas,yes,2012,LX 570,full
532,Honda,14700.0,sedan,93,2.0,Petrol,yes,2009,Accord,
533,Mitsubishi,9500.0,crossover,225,2.4,Gas,yes,2004,Outlander,full
534,Daewoo,3650.0,sedan,64,1.4,Petrol,yes,2008,Lanos,front
535,Hyundai,16300.0,crossover,125,2.7,Gas,yes,2007,Santa FE,full
536,Ford,12000.0,hatch,44,1.0,Petrol,yes,2013,Focus,front
537,Toyota,3700.0,hatch,282,1.4,Petrol,yes,1995,Corolla,front
538,Hyundai,10800.0,crossover,106,2.0,Gas,yes,2007,Tucson,full
539,BMW,10999.0,sedan,225,3.0,Diesel,yes,2003,530,rear
540,Mercedes-Benz,0.0,crossover,63,5.5,Petrol,yes,2011,GL 550,full
541,Land Rover,85900.0,crossover,60,3.0,Diesel,yes,2013,Range Rover Sport,full
542,Land Rover,39900.0,crossover,120,5.0,Petrol,yes,2012,Range Rover,full
543,Renault,7899.0,van,129,1.5,Other,yes,2014,Kangoo ãðóç.,front
544,Toyota,11700.0,sedan,131,2.4,Petrol,yes,2007,Camry,front
545,Volkswagen,14500.0,sedan,1,1.6,Other,yes,2016,Polo,front
546,Mercedes-Benz,15300.0,other,120,2.6,Petrol,yes,2004,CLK 240,rear
547,Mercedes-Benz,35500.0,crossover,99,5.0,Gas,yes,2005,G 63 AMG,full
548,BMW,6500.0,sedan,335,2.8,Petrol,yes,1996,528,rear
549,Mercedes-Benz,44000.0,other,82,5.5,Petrol,yes,2010,S 500,full
550,Mercedes-Benz,12000.0,van,177,,Diesel,yes,2013,Vito ãðóç.,rear
551,Ford,10400.0,hatch,45,1.0,Petrol,yes,2013,Focus,front
552,VAZ,0.0,sedan,13,1.6,Petrol,yes,2012,2115,front
553,Nissan,18000.0,hatch,45,,Other,yes,2013,Leaf,front
554,Nissan,12500.0,crossover,107,2.0,Gas,yes,2008,Qashqai,full
555,BMW,32500.0,crossover,152,3.0,Diesel,yes,2008,X5,full
556,Toyota,24000.0,crossover,73,4.0,Petrol,yes,2008,Land Cruiser Prado,full
557,Audi,29602.95,sedan,1,1.4,Petrol,yes,2016,A4,front
558,Volkswagen,13500.0,van,124,2.0,Diesel,yes,2013,T5 (Transporter) ãðóç,front
559,Toyota,15500.0,crossover,146,2.4,Gas,yes,2008,Rav 4,full
560,BMW,15000.0,other,205,,Petrol,yes,2004,530,rear
561,Volvo,23880.0,sedan,127,3.0,Petrol,yes,2011,S80,full
562,BMW,13900.0,crossover,184,3.0,Gas,yes,2004,X5,full
563,Nissan,15500.0,hatch,41,,Other,yes,2014,Leaf,full
564,Mercedes-Benz,250000.0,other,6,5.5,Petrol,yes,2016,S 63 AMG,full
565,Nissan,15000.0,hatch,22,,Other,yes,2014,Leaf,front
566,Toyota,19800.0,crossover,252,4.2,Diesel,yes,2002,Land Cruiser 100,full
567,Mercedes-Benz,249999.0,other,3,5.5,Petrol,yes,2016,S 63 AMG,full
568,Porsche,18500.0,crossover,200,3.2,Gas,yes,2005,Cayenne,full
569,Subaru,10900.0,crossover,160,3.0,Petrol,yes,2006,Tribeca,full
570,Volkswagen,0.0,van,146,2.5,Diesel,yes,2009,T5 (Transporter) ïàññ.,full
571,Bentley,55555.0,other,45,6.0,Petrol,yes,2005,Continental,full
572,VAZ,3300.0,sedan,200,1.5,Gas,yes,2004,2115,front
573,BMW,11400.0,sedan,206,3.0,Petrol,yes,2003,530,rear
574,Ford,10066.485,hatch,1,1.25,Petrol,yes,2015,Fiesta,front
575,Toyota,20800.0,sedan,49,3.5,Petrol,yes,2011,Camry,front
576,Renault,6300.0,van,73,1.5,Diesel,yes,2008,Kangoo ïàññ.,front
577,Mitsubishi,2600.0,other,200,2.4,Petrol,no,2002,Lancer,front
578,Hyundai,21166.665,sedan,0,1.8,Petrol,yes,2015,Elantra,front
579,SsangYong,11400.0,crossover,153,,Diesel,yes,2010,Kyron,full
580,Toyota,18400.0,crossover,160,4.7,Gas,yes,2003,Land Cruiser 100,full
581,Chevrolet,6700.0,hatch,88,1.6,Petrol,yes,2009,Lacetti,
582,Volkswagen,51900.0,crossover,30,3.0,Diesel,yes,2015,Touareg,full
583,Toyota,8300.0,sedan,140,3.0,Petrol,yes,2002,Camry,
584,Hyundai,11200.0,crossover,78,2.0,Petrol,yes,2009,Tucson,full
585,Audi,20500.0,sedan,155,3.0,Petrol,yes,2010,A6,full
586,Hyundai,13800.0,other,57,1.6,Petrol,yes,2012,Elantra,front
587,Mercedes-Benz,16800.0,other,266,3.0,Diesel,yes,2007,E-Class,rear
588,Volkswagen,37900.0,crossover,73,3.0,Diesel,yes,2012,Touareg,full
589,Volkswagen,8700.0,other,520,2.5,Diesel,yes,1999,T4 (Transporter) ïàññ.,front
590,Mercedes-Benz,15200.0,sedan,195,3.0,Diesel,yes,2007,E-Class,rear
591,Audi,2650.0,vagon,270,2.5,Diesel,no,2001,A6,front
592,Toyota,14500.0,sedan,127,2.4,Gas,yes,2008,Camry,front
593,Ford,5700.0,hatch,190,1.2,Petrol,yes,2008,Fiesta,front
594,BMW,13500.0,sedan,233,3.0,Diesel,yes,2003,530,rear
595,Mercedes-Benz,31900.0,sedan,97,2.2,Diesel,yes,2011,E-Class,rear
596,Mazda,0.0,sedan,350,2.0,Other,yes,2003,6,
597,Mercedes-Benz,11800.0,sedan,167,3.2,Diesel,yes,2003,E-Class,rear
598,Audi,6399.0,vagon,230,2.5,Diesel,yes,1999,A6,front
599,Skoda,8800.0,sedan,140,1.8,Petrol,yes,2007,Superb,front
600,Audi,3800.0,sedan,270,2.5,Diesel,no,2000,A6,front
601,Mercedes-Benz,3550.0,sedan,274,3.2,Diesel,no,2002,E-Class,
602,Mercedes-Benz,39900.0,crossover,127,5.5,Petrol,yes,2010,GL 550,full
603,Porsche,49900.0,crossover,73,3.0,Diesel,yes,2011,Cayenne,full
604,Porsche,50900.0,crossover,53,3.6,Petrol,yes,2013,Cayenne,full
605,Volvo,10200.0,sedan,143,2.4,Other,yes,2006,S80,front
606,Mitsubishi,11700.0,crossover,197,3.0,Gas,yes,2006,Pajero Sport,full
607,Ford,1250.0,hatch,250,2.0,Petrol,yes,1986,Scorpio,rear
608,Volkswagen,20600.0,sedan,107,1.8,Petrol,yes,2012,Passat CC,front
609,Mercedes-Benz,9200.0,sedan,172,2.8,Petrol,yes,1997,E-Class,rear
610,Mercedes-Benz,26800.0,vagon,160,2.2,Diesel,yes,2014,E-Class,rear
611,Land Rover,26700.0,crossover,171,3.6,Diesel,yes,2008,Range Rover Sport,full
612,Volkswagen,25999.0,sedan,60,1.8,Petrol,yes,2014,Passat B7,front
613,Volkswagen,7600.0,van,158,2.0,Diesel,yes,2009,Caddy ãðóç.,front
614,Hyundai,9300.0,sedan,90,1.6,Petrol,yes,2011,Elantra,front
615,Mercedes-Benz,140000.0,crossover,88,5.46,Petrol,yes,2013,G 63 AMG,full
616,Skoda,5200.0,vagon,175,1.4,Petrol,yes,2004,Fabia,front
617,Ford,19000.0,sedan,21,2.0,Petrol,yes,2012,Mondeo,front
618,BMW,21500.0,other,72,3.0,Petrol,yes,2007,Z4,rear
619,Toyota,24800.0,crossover,90,4.0,Petrol,yes,2008,FJ Cruiser,full
620,Mercedes-Benz,46700.0,sedan,115,5.5,Petrol,yes,2011,S 500,full
621,Subaru,9999.0,sedan,76,2.0,Petrol,yes,2008,Legacy,full
622,Ford,19500.0,hatch,35,2.3,Petrol,yes,2013,Mondeo,front
623,BMW,86999.0,crossover,0,3.0,Diesel,yes,2016,X6,full
624,Toyota,37600.0,crossover,126,4.7,Petrol,yes,2008,Land Cruiser 200,full
625,Kia,18700.0,other,87,2.2,Diesel,yes,2010,Sorento,full
626,BMW,2450.0,sedan,328,2.5,Diesel,no,1996,525,rear
627,Fiat,7800.0,van,1,,Diesel,yes,2010,Doblo ïàññ.,
628,Skoda,12300.0,other,102,1.8,Petrol,yes,2010,Octavia A5,front
629,Volkswagen,19900.0,other,112,2.0,Petrol,yes,2012,Passat CC,front
630,Porsche,16900.0,crossover,120,3.2,Petrol,yes,2005,Cayenne,full
631,Volkswagen,20900.0,sedan,82,2.0,Diesel,yes,2012,Passat B7,front
632,Hyundai,10500.0,crossover,120,2.7,Petrol,yes,2006,Tucson,full
633,BMW,17900.0,other,98,3.0,Petrol,yes,2007,Z4,rear
634,Toyota,19000.0,crossover,263,4.2,Diesel,yes,2001,Land Cruiser 100,full
635,Audi,55000.0,crossover,65,2.99,Diesel,yes,2013,A6 Allroad,full
636,Mercedes-Benz,124999.0,crossover,0,3.0,Diesel,yes,2016,GLS 350,full
637,Bentley,222222.0,other,0,6.0,Petrol,yes,2015,Continental,full
638,Renault,7499.0,van,123,1.5,Diesel,yes,2009,Kangoo ïàññ.,front
639,Volkswagen,6500.0,vagon,101,2.0,Diesel,yes,2011,Passat B6,front
640,Honda,10999.0,sedan,130,1.8,Petrol,yes,2007,Civic,front
641,Subaru,13000.0,crossover,110,3.0,Petrol,yes,2006,Tribeca,full
642,Volkswagen,0.0,van,207,2.0,Diesel,yes,2012,T5 (Transporter) ãðóç,front
643,Hyundai,28888.0,crossover,20,2.2,Diesel,yes,2013,Santa FE,full
644,Volkswagen,0.0,van,239,2.0,Diesel,yes,2012,T5 (Transporter) ïàññ.,front
645,Mercedes-Benz,21000.0,crossover,135,3.5,Petrol,yes,2007,ML 350,full
646,Mercedes-Benz,39900.0,sedan,29,6.3,Petrol,yes,2007,S 63 AMG,rear
647,Mercedes-Benz,11000.0,sedan,319,2.2,Diesel,yes,2003,220,rear
648,Volkswagen,10600.0,van,153,1.6,Diesel,yes,2012,Caddy ãðóç.,
649,Mercedes-Benz,12700.0,van,160,3.0,Diesel,yes,2007,Vito ïàññ.,rear
650,Nissan,15861.0,hatch,29,,Other,yes,2014,Leaf,front
651,Renault,6400.0,van,136,1.5,Diesel,yes,2012,Kangoo ãðóç.,front
652,Chevrolet,4450.0,crossover,164,1.7,Other,yes,2006,Niva,full
653,Skoda,3300.0,sedan,234,1.8,Petrol,no,2002,Superb,front
654,Renault,2700.0,other,160,2.0,Petrol,no,2001,Megane,front
655,Toyota,16000.0,crossover,250,4.7,Gas,yes,2001,Land Cruiser 100,full
656,Audi,0.0,crossover,1,3.0,Diesel,yes,2016,A6 Allroad,full
657,Opel,12800.0,van,190,1.7,Diesel,yes,2011,Zafira,front
658,Hyundai,27768.975,crossover,1,2.2,Diesel,yes,2015,Santa FE,front
659,Toyota,37500.0,crossover,115,5.7,Petrol,yes,2008,Land Cruiser 200,full
660,Nissan,21303.75,crossover,1,2.0,Petrol,yes,2015,Qashqai,front
661,BMW,39600.0,crossover,98,3.0,Petrol,yes,2011,X6,full
662,Ford,0.0,sedan,200,2.5,Diesel,yes,1996,Scorpio,rear
663,Nissan,14673.0,hatch,34,,Other,yes,2013,Leaf,front
664,Kia,19600.0,crossover,80,2.0,Gas,yes,2013,Sportage,full
665,Chevrolet,8900.0,sedan,58,2.0,Petrol,yes,2012,Epica,front
666,BMW,30500.0,sedan,630,,Petrol,yes,2010,523,rear
667,BMW,29500.0,sedan,850,,Petrol,yes,2011,523,rear
668,Nissan,14500.0,crossover,740,2.0,Petrol,yes,2008,X-Trail,full
669,VAZ,3350.0,sedan,154,1.6,Gas,yes,2008,21099,front
670,Hyundai,11999.0,sedan,162,2.2,Diesel,yes,2006,Santa FE,full
671,Chevrolet,4999.0,sedan,135,1.5,Gas,yes,2008,Aveo,front
672,Volkswagen,2450.0,sedan,200,1.3,Gas,yes,1991,Jetta,front
673,Toyota,11999.0,sedan,139,3.5,Petrol,yes,2008,Camry,front
674,Hyundai,9500.0,crossover,87,2.0,Gas,yes,2008,Tucson,
675,Mercedes-Benz,39900.0,sedan,84,5.5,Petrol,yes,2011,S 500,full
676,Nissan,14246.0,hatch,42,,Other,yes,2013,Leaf,front
677,Chevrolet,6300.0,hatch,81,1.6,Petrol,yes,2009,Lacetti,front
678,Volkswagen,12000.0,van,196,2.0,Diesel,yes,2011,T5 (Transporter) ãðóç,front
679,BMW,33000.0,sedan,147,3.0,Diesel,yes,2009,730,rear
680,Hyundai,15999.0,crossover,87,2.4,Gas,yes,2011,Santa FE,full
681,Skoda,15800.0,sedan,39,1.8,Petrol,yes,2013,Octavia A5,front
682,Skoda,3400.0,hatch,220,1.9,Diesel,no,2002,Octavia,front
683,BMW,49900.0,other,82,3.0,Petrol,yes,2012,640,rear
684,Hyundai,12333.0,crossover,78,2.0,Petrol,yes,2009,Tucson,full
